VALE REAL,3244881.099999999,11828,274.33894994927283,328.272,0.624,25.97,37093594.4,27843448.55,18979.05
VALE VERDE,2998850.5399999996,5981,501.3961778966727,45.085,0.737,16.13,23496351.64,18689412.810000002,22086.84
VANINI,2320625.4499999997,2122,1093.6029453345898,64.905,0.757,47.62,14325636.399999999,12242607.86,27960.98
VENANCIO AIRES,38746111.38,71973,538.3423142011588,772.588,0.712,7.77,270616602.04,191959838.72,49352.93
VERA CRUZ,11417133.61,27099,421.3119897413188,309.621,0.737,7.6,91512436.2,71010897.67999999,24467.49
VERANOPOLIS,18190551.12,26533,685.5821475144161,289.464,0.773,16.33,110813656.74000001,86664552.91,59746.82
VESPASIANO CORREA,3968385.9699999997,1795,2210.7999832869077,113.622,0.723,66.67,14310530.04,12559540.77,36744.41
VIADUTOS,4084059.57,4690,870.8016140724947,268.072,0.702,24.39,23335950.27,16472337.0,28451.04
VIAMAO,55060755.65000001,256302,214.82764726767647,1496.506,0.717,12.43,470583148.53000003,413102047.15,14732.35
VICENTE DUTRA,3111951.56,4599,676.6583083278974,193.025,0.638,20,17422359.209999997,15724661.92,19951.01
VICTOR GRAEFF,4823206.35,2860,1686.4357867132867,238.133,0.777,38.46,24144002.47,19296020.47,60269.84
VILA FLORES,4851447.4799999995,3396,1428.576996466431,107.652,0.742,27.78,22025219.130000003,18331649.75,52292.58
VILA LANGARO,4253353.76,2080,2044.8816153846153,151.695,0.705,83.33,19345421.020000003,15531094.02,52981.15
VILA MARIA,6766086.039999999,4363,1550.787540683016,181.061,0.761,19.61,25551440.19,25792265.39,48434.54
VILA NOVA DO SUL,3367459.7299999995,4277,787.341531447276,508.278,0.662,20,21363677.29,15179467.57,28174.72
VISTA ALEGRE,3667394.1899999995,2739,1338.9537020810512,77.63,0.739,71.43,15257042.36,14045109.33,30292.95
VISTA ALEGRE PRATA,3346332.6800000006,1557,2149.218163134233,119.327,0.78,100,16019989.56,13632601.7,34542.61
VISTA GAUCHA,4197166.08,2855,1470.110711033275,90.022,0.757,30.3,19112491.32,14759481.540000001,23348.1
VITORIA DAS MISSOES,3063351.14,3092,990.7345213454075,258.312,0.655,43.48,17737486.669999998,13974190.49,31116.94
WESTFALIA,9909135.99,3031,3269.262946222369,63.665,0.752,32.26,24614499.54,20070725.490000002,55984.31
XANGRI-LA,1649113.17,16775,98.30778956780924,60.799,0.735,3.48,113733087.11,107033461.23,31202.93
